account.licenseNumber;account.name;listing.address.city;listing.address.country;listing.address.street;listing.title
164873-F-SP;CREONE DA SILVA SOARES;Barueri;BR;Alameda Itapecuru;Barueri - Apartamento Padrão - Alphaville Industrial
03260-J-MG;ACERVO IMOVEIS;Juiz de Fora;BR;Rua Melo Franco;Juiz de Fora - Apartamento Padrão - Santa Cecília
16775-J-SP;R S NEGOCIOS IMOBILIARIOS LTDA ­ ME;Vinhedo;BR;normal;Vinhedo - Apartamento Padrão - Nova Vinhedo
28914-J-SP;Zeloimóveis;Campinas;BR;Rua Martinho Calsavara;Campinas - Apartamento Padrão - Swift
03214-J-MG;MIRIAN DAYRELL IMÓVEIS;Belo Horizonte;BR;normal;Belo Horizonte - Apartamento Padrão - Sagrada Família
15265-F-PR;NEUSA KUTINSKAS;Almirante Tamandaré;BR;Rua Luiz Fidélix;Almirante Tamandaré - Apartamento Padrão - Loteamento Marinoni
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Avenida Olavo Egídio de Souza Aranha;São Paulo - Apartamento Padrão - Ermelino Matarazzo
02119-J-PR;CRV Assessoria Imobiliária SS Ltda;Londrina;BR;normal;Londrina - Apartamento Padrão - Lima Azevedo
20594-J-SP;FAMILIA IMOVEIS CONSULTORIA;Santos;BR;Rua Oswaldo Cruz;Santos - Apartamento Padrão - Boqueirão
73427-J-SP;Destak Imóveis;Jundiaí;BR;normal;Jundiaí - Apartamento Padrão - Jardim Bonfiglioli
04500-J-PR;BAGGIO IMÓVEIS;Curitiba;BR;Alameda Princesa Izabel;CURITIBA - Apartamento Padrão - Bigorrilho
131313-J-SP;Live Here Serviços Imobiliários;São Carlos;BR;Rua Oswaldo de Assis Pereira;São Carlos - Padrão - Loteamento São Carlos Club
03009-J-MG;BEAGA EMPRENDIMENTOS;Belo Horizonte;BR;Rua Engenheiro Carlos Antonini;BELO HORIZONTE - Apartamento Padrao - SAO LUCAS
normal;Auxiliadora Predial São Leopoldo;São Leopoldo;BR;Rua São João;São Leopoldo - Apartamento Padrão - Centro
29801-J-SP;BDL SOLUCOES IMOBILIÁRIAS EIRELI  ME;Campinas;BR;Rua Arquiteto José Augusto Silva;Campinas - Apartamento Padrão - Mansões Santo Antônio
normal;DELTACON LOCAÇÕES E CONDOMÍNIOS LTDA;Porto Alegre;BR;Rua Marcílio Dias;Apartamento para aluguel tem 40 metros quadrados com 1 quarto em Menino Deus - Porto Alegre - RS
04952-J-RN;DWBrasil Imóveis LTDA ME;Natal;BR;Rua Tereza Campos;Condomínio Life Style, ótima localização
10071-J-SP;KAUFFMANN CONSULTORIA DE IMOVEIS LTDA;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Vila Buarque
04757-J-RJ;WMARTINS GESTÃO IMOBILIÁRIA;Rio de Janeiro;BR;Rua José Carlos Nogueira Diniz;Apartamento de 68 metros quadrados no bairro Recreio dos Bandeirantes com 2 quartos
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Bernardo do Campo;BR;Avenida Senador Vergueiro;São Bernardo do Campo - Apartamento Padrão - Jardim do Mar
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua General Brasílio Taborda;São Paulo - Apartamento Padrão - Butantã
normal;SOLON CORRETOR;São Paulo;BR;Alameda Campinas;1 Dormitório Mobiliado Ar Condicionado e Lazer Completo
00254-J-SC;San Remos Imóveis;Florianópolis;BR;Avenida Santa Catarina;Florianópolis - Apartamento Padrão - Balneário
normal;SOLON CORRETOR;São Paulo;BR;Rua Afonso de Freitas;METRÔ PARAÍSO 44 metros quadrados com 1 quarto em Paraíso - São Paulo - SP
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Gama Lobo;São Paulo - Apartamento Padrão - Ipiranga
26185-J-SP;Salu Imóveis;Votorantim;BR;Rua Renato Chiazzotto;Votorantim - Apartamento Padrão - Parque Morumbi
111032-F-SP;Amerimoveis;Americana;BR;normal;Americana - Apartamento Padrão - Jardim Paulista
00039-J-RS;Credito Real Imóveis Aluguéis;Porto Alegre;BR;Rua General Vasco Alves;Apartamento de 40 metros quadrados no bairro Centro Histórico com 1 quarto
22850-J-RS;ALBERT PATRIMONIAL - ADMINISTRAÇÃO E LOCAÇÃO DE IMÓVEIS LTDA - ME;Porto Alegre;BR;Rua Antônio Joaquim Mesquita;PORTO ALEGRE - Apartamento Padrão - CRISTO REDENTOR
08391-J-SP;Invest Negócios Imobiliários LTDA;São José dos Campos;BR;normal;São José dos Campos - Apartamento Padrão - Bosque dos Eucaliptos
071222-J-RJ;Amaro Castro Imóveis Ltda;Nova Iguaçu;BR;Rua Juiz Alberto Nader;Excelente apto no Acqua 3 quartos sendo 1 suíte - bairro da Luz - NI
03751-J-PR;Basi Assessoria Imobiliária;Curitiba;BR;Rua Desembargador James Portugal;Apartamento com 3 quartos para alugar por 950.00, 59.18 m2 - BOA VISTA - CURITIBA/PR
20929-J-SP;FORTUNA ADMINISTRACAO DE IMOVEIS S/S LTDA;São Paulo;BR;Rua Caetanópolis;SÃO PAULO - APARTAMENTO PADRÃO - JAGUARÉ
32970-J-SP;Beatriz Penha;São José do Rio Preto;BR;Avenida Bady Bassitt;Apartamento com 3 dormitórios para alugar, 130 m² por 900,00/mês - Boa Vista - São José do Rio Pr
00037-J-SP;IMOBILIARIA DANELLI LTDA - EPP;Taubaté;BR;normal;Taubaté - Apartamento Padrão - Jardim Independência
35315-F-RS;IMOBILIÁRIA RODRIGUES;São Leopoldo;BR;normal;São Leopoldo - Apartamento Padrão - Morro do Espelho
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Guarulhos;BR;Rua Santa Izabel;Guarulhos - Apartamento Padrão - Vila Augusta
00137-J-PR;Gonzaga Imóveis;Curitiba;BR;Rua Silveira Peixoto;CURITIBA - Apartamento Padrão - Água Verde
29427-J-SP;OPEN NEGOCIOS IMOBILIARIOS;Santo André;BR;Rua Mandaguari;Santo André - Apartamento Padrão - Jardim Monte Líbano
00137-J-PR;Gonzaga Imóveis;São José dos Pinhais;BR;Rua Aristides França;SAO JOSE DOS PINHAIS - Apartamento Padrão - Cidade Jardim
22787-J-RS;Portal Negócios Imobiliários;Porto Alegre;BR;Avenida Assis Brasil;PORTO ALEGRE - Apartamento Padrão - PASSO DA AREIA
20995-J-SP;Predial Lins Premium Administração e Vendas Ltda;São Paulo;BR;Rua Albina Barbosa;São Paulo - Apartamento Padrão - Aclimação
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Belo Horizonte;BR;Rua Camões;Belo Horizonte - Apartamento Padrão - Copacabana
184142-F-SP;VN IMÓVEIS;São Paulo;BR;Rua Paim;SãO PAULO - Apartamento Padrão - Bela Vista
20526-J-SP;SANTA SALES IMÓVEIS;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Jardim Paulista
20814-J-SP;FL NETIMOVEIS;São Paulo;BR;Rua Santa Madalena;São Paulo - Apartamento Padrão - Bela Vista
04856-J-RJ;LUMEN LOCAÇÃO;Rio de Janeiro;BR;Rua Barão de Mesquita;RIO DE JANEIRO - Apartamento Padrão - TIJUCA
006566-J-RJ;CRISCASA;Rio das Ostras;BR;Avenida Guanabara;Rio das Ostras - Apartamento Padrão - Bosque da Praia
86402-F-SP;Neto Junior Consultoria Imobiliária;São Paulo;BR;Rua George Ohm;São Paulo - Apartamento Padrão - Brooklin
03459-J-SC;ABVALE IMÓVEIS LTDA.;Blumenau;BR;Rua Hermann Huscher;Blumenau - Apartamento Padrão - Vila Formosa
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Campinas;BR;Rua Uruguaiana;Campinas - Apartamento Padrão - Bosque
96170-F-SP;JURANDIR FERREIRA CORRETOR DE IMÓVEIS;Ribeirão Preto;BR;Rua Arabutan;Ribeirão Preto - Apartamento Padrão - Jardim Sumaré
24221-J-SP;Imóveis Mercúrio;Bauru;BR;normal;Residencial Portinari
034292-J-SP;Lucro Certo Imóveis;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Lapa
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Campinas;BR;Avenida Professora Ana Maria Silvestre Adade;Campinas - Apartamento Padrão - Parque das Universidades
28914-J-SP;Zeloimóveis;Campinas;BR;Rua Paulo Vianna de Souza;Campinas - Apartamento Padrão - Parque Residencial Vila União
30394-J-SP;InnovaCom Imóveis Ltda - Me;São Paulo;BR;Rua Almirante Calheiros;São Paulo - Apartamento Padrão - Tatuapé
04386-J-PR;IMOBILIARIA MONACO;Londrina;BR;Rua Ernâni Lacerda de Athayde;Londrina - Apartamento Padrão - Gleba Palhano
21169-J-SP;LOPES IMOPLAN;São Paulo;BR;Rua Carlos Weber;São Paulo - Apartamento Padrão - VILA LEOPOLDINA
normal;BRUNO SILVA DA SILVEIRA;Niterói;BR;Rua Justina Bulhões;Niterói - Apartamento Padrão - Ingá
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Américo Brasiliense;São Paulo - Apartamento Padrão - Chácara Santo Antonio
18761-J-SP;BESTLAR NEGOCIOS IMOBILIARIOS LTDA;Cotia;BR;Estrada Municipal;Cotia - Apartamento Padrão - Granja Viana
21897-J-RS;A G C IMOVEIS LIMITADA - ME;Porto Alegre;BR;Rua Fagundes Varela;Apto litpo loft com caução
20105-J-SP;BELLAJARDIM INTERMEDIACAO E ADMINISTRACAO DE BENS IMOVEIS LTDA. - ME;Santo André;BR;Rua Itapeti;Santo André - Apartamento Padrão - Vila Alpina
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Guarulhos;BR;Rua José Damiani;Guarulhos - Apartamento Padrão - Ponte Grande
131313-J-SP;Live Here Serviços Imobiliários;São Carlos;BR;Rua José Duarte de Souza;São Carlos - Padrão - Cidade Jardim
131313-J-SP;Live Here Serviços Imobiliários;São Carlos;BR;Rua José Duarte de Souza;São Carlos - Padrão - Parque Arnold Schimidt
00254-J-SC;San Remos Imóveis;Florianópolis;BR;Rua Comandante José Ricardo Nunes;Florianópolis - Apartamento Padrão - Capoeiras
030639-J-SP;FIT PRIME EMPREENDIMENTOS;São José do Rio Preto;BR;normal;Apartamento com 1 dormitório para alugar, 50 m² por 700,00/mês - Boa Vista - São José do Rio Pret
21729-J-SP;BELLA CASA IMOVEIS;São Paulo;BR;Rua Marquês de Valença;São Paulo - Apartamento Padrão - Mooca
33739-F-RS;Boletto Imóveis;Porto Alegre;BR;Rua Filadélfia;Porto Alegre - Apartamento Padrão - Higienópolis
24067-J-SP;Donizete Imóveis - Vl. Assunção;Santo André;BR;Rua Santo André;Santo André - Apartamento Padrão - Vila Assunção
29427-J-SP;OPEN NEGOCIOS IMOBILIARIOS;Santo André;BR;Rua Ercília;Santo André - Apartamento Padrão - Vila Camilópolis
410750-F-RJ;MARCOS DE SOUZA OLIVEIRA;Rio de Janeiro;BR;Rua César Zama;RIO DE JANEIRO - Apartamento Padrão - LINS DE VASCONCELOS
06529-J-SP;PANTERA IMOVEIS;Santo André;BR;normal;Santo André - Apartamento Padrão - Centro
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Professor Celso Quirino dos Santos;São Paulo - Apartamento Padrão - Cidade São Francisco
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Bernardo do Campo;BR;Rua Zurich;São Bernardo do Campo - Apartamento Padrão - Taboão
00037-J-SP;IMOBILIARIA DANELLI LTDA - EPP;Taubaté;BR;normal;Taubaté - Apartamento Padrão - Jardim das Nações
012480-J-SP;IMOBILIÁRIA BOM LAR;Limeira;BR;normal;Limeira - Apartamento Padrão - Vila Independência
00390-J-SC;Ibagy Imóveis Ltda;São José;BR;Rua do Iano;SãO JOSé - Apartamento Padrão - Nossa Senhora do Rosário
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Jean Peltier;São Paulo - Apartamento Padrão - Brooklin
00039-J-RS;Credito Real Imóveis Aluguéis;Caxias do Sul;BR;Rua Visconde de Pelotas;CAXIAS DO SUL - Apartamento padrão - CENTRO
20189-J-SP;AE Patrimônio Consultores Imobiliários;Sorocaba;BR;Rua Bonifácio de Oliveira Cassú;SOROCABA - Apartamento Padrão - Edén
02119-J-PR;CRV Assessoria Imobiliária SS Ltda;Londrina;BR;normal;Londrina - Apartamento Padrão - Gleba Palhano
26206-J-SP;MODELO GESTAO IMOBILIARIA LTDA;Piracicaba;BR;normal;Apartamento de 54 metros quadrados no bairro Jardim Europa com 1 quarto
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Cirino de Abreu;São Paulo - Apartamento Padrão - Penha de França
164873-F-SP;CREONE DA SILVA SOARES;Barueri;BR;Alameda Itapecuru;Barueri - Apartamento Padrão - Alphaville Industrial
03260-J-MG;ACERVO IMOVEIS;Juiz de Fora;BR;Rua Melo Franco;Juiz de Fora - Apartamento Padrão - Santa Cecília
16775-J-SP;R S NEGOCIOS IMOBILIARIOS LTDA ­ ME;Vinhedo;BR;normal;Vinhedo - Apartamento Padrão - Nova Vinhedo
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Porto Alegre;BR;Rua Veador Porto;Porto Alegre - Apartamento Padrão - Santana
20929-J-SP;FORTUNA ADMINISTRACAO DE IMOVEIS S/S LTDA;São Paulo;BR;Rua Vicente Oropallo;SÃO PAULO - APARTAMENTO PADRÃO - VILA SÃO FRANCISCO
03214-J-MG;MIRIAN DAYRELL IMÓVEIS;Belo Horizonte;BR;normal;Belo Horizonte - Apartamento Padrão - Sagrada Família
00390-J-SC;Ibagy Imóveis Ltda;São José;BR;Rua José Vicente Rosa;SãO JOSé - Apartamento Padrão - Forquilhinha
24847-J-RS;Imobiliaria Millenium;Tramandaí;BR;normal;Tramandai - Apartamento Padrão - Centro
normal;Brognoli Digital;Florianópolis;BR;Rua Procópio Manoel Pires;FLORIANÓPOLIS - Apartamento Padrão - TRINDADE
33739-F-RS;Boletto Imóveis;Porto Alegre;BR;Rua Filadélfia;Porto Alegre - Apartamento Padrão - Higienópolis
18958-J-SP;Royal Imóveis;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Mirandópolis
131313-J-SP;Live Here Serviços Imobiliários;São Carlos;BR;Rua Paulo Fragoso Coimbra;Apartamento de 65 metros quadrados no bairro Jardim Alvorada com 2 quartos
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Guarulhos;BR;Avenida Estilac Leal;Guarulhos - Apartamento Padrão - Vila Miriam
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Viaduto do Glicério;São Paulo - Apartamento Padrão - Liberdade
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Rua Silveira Martins;Rio de Janeiro - Apartamento Padrão - Flamengo
131313-J-SP;Live Here Serviços Imobiliários;São Carlos;BR;Rua José Duarte de Souza;São Carlos - Padrão - Cidade Jardim
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Campinas;BR;Rua Alaor Malta Guimarães;Campinas - Apartamento Padrão - Botafogo
31833-J-SP;SÓLIDA IMÓVEIS JUNDIAÍ;Jundiaí;BR;normal;Jundiaí - Apartamento Padrão - Cidade Nova
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Soldado José Vicente de Paula;São Paulo - Apartamento Padrão - Parque Novo Mundo
015908-J-SP;JAIME ADMINISTRACAO DE BENS E CONDOMINIOS LTDA;São Paulo;BR;Rua Conselheiro Brotero;São Paulo - Apartamento Padrão - Higienópolis
03703-J-PR;Imobiliária Santamérica;Londrina;BR;Rua Belo Horizonte;LONDRINA - Apartamento Padrão - Centro
02463-J-SP;KOYAMA IMOVEIS;São Bernardo do Campo;BR;Rua Camargo;São Bernardo do Campo - Apartamento Padrão - Paulicéia
16775-J-SP;R S NEGOCIOS IMOBILIARIOS LTDA ­ ME;Louveira;BR;normal;Louveira - Apartamento Padrão - Jardim Bandeirantes
normal;METROPOLIS BROKERS;São Caetano do Sul;BR;Rua Joana Angélica;São Caetano do Sul - Apartamento Padrão - Barcelona
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Arapá;São Paulo - Apartamento Padrão - Vila Mascote
17862-J-SP;GRUPO AGUIAR;Valinhos;BR;Rua Vitório Randi;Valinhos - Apartamento Padrão - Jardim Alto da Boa Vista
normal;INL ADMINISTRAÇÃO DE BENS LTDA - ME;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Belenzinho
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Campinas;BR;Avenida João Batista Morato do Canto;Campinas - Apartamento Padrão - Parque Industrial
03959-J-MG;ARANTES IMÓVEIS;Uberlândia;BR;Rua Armando Tucci;UBERLANDIA - Loft - SANTA MÔNICA
25949-J-SP;NSK3 NEGÓCIOS IMOBILIÁRIOS LTDA;São Paulo;BR;Rua Elba;São Paulo - Apartamento Padrão - Vila das Mercês
normal;GLATT CONSULTORIA ASS. EMPRESARIAL;Rio de Janeiro;BR;Avenida Ataulfo de Paiva;LEBLON – AV. ATAULFO DE PAIVA (PRÓXIMO À RUA JOSÉ LINHARES)!
normal;IMOBILIARIA PAULISTA IMOVEIS LTDA;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Jardim das Perdizes
30992-J-SP;RX IMÓVEIS;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Perdizes
88024-F-SP;DANILO DE OLIVEIRA TEIXEIRA;São Paulo;BR;Rua Pedro Morganti;Apartamento de 68 metros quadrados no bairro Vila Mariana com 2 quartos
49700-F-RS;SILVEIRA - LOCAÇÃO E VENDA;Canoas;BR;Avenida Farroupilha;CANOAS - Apartamento Padrão - Marechal Rondon
74415-F-RJ;Marianna F. Oliveira;Teresópolis;BR;Avenida Alberto Torres;Apartamento de 65 metros quadrados no bairro Alto com 2 quartos
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Diadema;BR;Rua São João;Diadema - Apartamento Padrão - Centro
23192-J-RS;WALLAU & BESKOW EMPREENDIMENTOS IMOBILIARIOS LTDA - ME;Novo Hamburgo;BR;Rua Joaquim Pedro Soares;Novo Hamburgo - Apartamento Padrão - Guarani
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Ipiranga;São Paulo - Apartamento Padrão - Campo Belo
29839-J-SP;RUMO EMPREENDIMENTOS IMOBILIARIOS LTDA - EPP;Campinas;BR;normal;Apartamento de 55 metros quadrados no bairro Cambuí com 1 quarto
006906-J-RJ;METRO QUADRADO EMPREENDIMENTOS IMOBILIARIOS LTDA - ME;Rio das Ostras;BR;Rua Belém;Rio das Ostras - Apartamento Padrão - Jardim Bela Vista
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Serra da Bocaina;São Paulo - Apartamento Padrão - Belém
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Caetano do Sul;BR;Rua Santo André;São Caetano do Sul - Apartamento Padrão - Olímpico
22002-F-RS;PAESI IMÓVEIS LOCAÇÕES;Porto Alegre;BR;Rua Engenheiro Sadi Castro;PORTO ALEGRE - Apartamento Padrão - SARANDI
20189-J-SP;AE Patrimônio Consultores Imobiliários;Sorocaba;BR;Rua Affonso Celso Dias;SOROCABA - Apartamento Padrão - São Carlos
05843-J-PR;MEU IMOVEL BARATO;Londrina;BR;normal;Londrina - Apartamento Padrão - Centro
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Campinas;BR;Rua Lino Guedes;Campinas - Apartamento Padrão - Ponte Preta
164873-F-SP;CREONE DA SILVA SOARES;Barueri;BR;Alameda Grajaú;Barueri - Apartamento Padrão - Alphaville Comercial
057449-F-RJ;LS Imóveis Rio;Rio de Janeiro;BR;Rua Garibaldi;Apartamento para aluguel possui 72 metros quadrados com 2 quartos em Tijuca - Rio de Janeiro - RJ
25070-F-RJ;MARIA EUNICE MATOS DO NASCIMENTO;Rio de Janeiro;BR;Rua Senador Vergueiro;Apartamento para aluguel tem 70 metros quadrados com 2 quartos em Flamengo - Rio de Janeiro - RJ
103714-J-SP;ROFE;São Paulo;BR;Rua Michigan;São Paulo - Apartamento Padrão - Brooklin
normal;Casa 3 Imóveis;Rio de Janeiro;BR;Rua Barão de Pirassinunga;Apartamento para venda possui 105 metros quadrados com 2 quartos em Tijuca - Rio de Janeiro - RJ
05172-J-SP;IMOBILIARIA NOVO PORTO SEGURO LTDA - EPP;São Paulo;BR;normal;SãO PAULO - Apartamento Padrão - Parque Novo Mundo
86402-F-SP;Neto Junior Consultoria Imobiliária;São Paulo;BR;Rua George Ohm;São Paulo - Apartamento Padrão - Brooklin
21597-J-RS;PARK ASSESSORIA IMOBILIARIA LTDA - EPP;Porto Alegre;BR;Rua Guilherme Alves;PORTO ALEGRE - Apartamento Padrão - PARTENON
23030-F-SP;Compare Imobiliária.;Guarulhos;BR;Rua Guaíra;Guarulhos - Apartamento Padrão - Macedo
28161-J-SP;Imóveis PRO Moema Loja 2;São Paulo;BR;Avenida Jandira;Apartamento 41m² com 1 dormitório para Locação em Moema
07009-J-RJ;REINVENTTA ADMINISTRADORA;Rio de Janeiro;BR;Estrada Pau-ferro;Apartamento de 68 metros quadrados no bairro Pechincha com 3 quartos
normal;BRUNO SILVA DA SILVEIRA;Niterói;BR;Rua Justina Bulhões;Niterói - Apartamento Padrão - Ingá
06837-J-RJ;SUPREME CONSULTORIA IMOBILIÁRIA LTDA;Rio de Janeiro;BR;Avenida Ruy Antunes Correa;Apartamento de 2 quartos na Barra da Tijuca
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Guarulhos;BR;Rua José Damiani;Guarulhos - Apartamento Padrão - Ponte Grande
131313-J-SP;Live Here Serviços Imobiliários;São Carlos;BR;Rua José Duarte de Souza;São Carlos - Padrão - Cidade Jardim
131313-J-SP;Live Here Serviços Imobiliários;São Carlos;BR;Rua José Duarte de Souza;São Carlos - Padrão - Parque Arnold Schimidt
00520-J-SP;SINAI IMOBILIARIA LTDA. - EPP;São Paulo;BR;Rua São Vicente de Paulo;SãO PAULO - Apartamento Padrão - Santa Cecília
00254-J-SC;San Remos Imóveis;Florianópolis;BR;Rua Comandante José Ricardo Nunes;Florianópolis - Apartamento Padrão - Capoeiras
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Largo Conselheiro Moreira de Barros;São Paulo - Apartamento Padrão - Santana
030639-J-SP;FIT PRIME EMPREENDIMENTOS;São José do Rio Preto;BR;normal;Apartamento com 1 dormitório para alugar, 50 m² por 700,00/mês - Boa Vista - São José do Rio Pret
19371-J-SP;Open Door Imóveis;São Paulo;BR;Rua Mauro;São Paulo - Apartamento Padrão - Saúde
31833-J-SP;SÓLIDA IMÓVEIS JUNDIAÍ;Jundiaí;BR;normal;Jundiaí - Apartamento Padrão - Parque da Represa
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Barueri;BR;Rua Luiz Scott;Barueri - Apartamento Padrão - Jardim Iracema
20899-J-SP;CAMARGO PRIME IMOVEIS LTDA;São Paulo;BR;Rua Aimberê;São Paulo - Apartamento Padrão - Perdizes
20899-J-SP;CAMARGO PRIME IMOVEIS LTDA;São Paulo;BR;Rua Teodoro Sampaio;São Paulo - Apartamento Padrão - Pinheiros
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Canoas;BR;Rua São Nicolau;Canoas - Apartamento Padrão - Estância Velha
05694-J-RJ;IMOBILIÁRIA NOVÉLLO LTDA;Rio de Janeiro;BR;Rua Itacuruçá;Apartamento de 70 metros quadrados no bairro Tijuca com 2 quartos
00520-J-SP;SINAI IMOBILIARIA LTDA. - EPP;São Paulo;BR;Avenida Santos Dumont;SAO PAULO - Apartamento Padrão - Luz
17862-J-SP;GRUPO AGUIAR;Valinhos;BR;Rua Barão de Mauá;Valinhos - Apartamento Padrão - Vila Clayton
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Osasco;BR;Rua Caramboleira;Osasco - Apartamento Padrão - Cidade das Flores
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Porto Alegre;BR;Rua Professor Cristiano Fischer;Porto Alegre - Apartamento Padrão - Bom Jesus
07017-J-RJ;MORAR BEM IMOBILIÁRIA;Rio de Janeiro;BR;Rua Jorge Yunes;RIO DE JANEIRO - Apartamento Padrão - RECREIO DOS BANDEIRANTES
01599-J-MG;Ariane Imóveis Ltda;Belo Horizonte;BR;Rua Cláudio Manoel;Belo Horizonte - Apartamento Padrão - Funcionários
normal;Douglas Varreira;Porto Alegre;BR;normal;Apartamento no Jardim Europa
00266-J-RS;CERTA Aluguéis - Condomínios;Porto Alegre;BR;Avenida Neusa Goulart Brizola;PORTO ALEGRE - Apartamento Padrão - PETRÓPOLIS
03214-J-MG;MIRIAN DAYRELL IMÓVEIS;Belo Horizonte;BR;normal;Belo Horizonte - Apartamento Padrão - Sion
16505-J-SP;CONCEPT IMOVEIS LTDA;Suzano;BR;Alameda Meyer Joseph Nigri;Suzano - Apartamento Padrão - Jardim Imperador
21478-F-RJ;RAMIRO & JO;Rio de Janeiro;BR;normal;Apartamento de 70 metros quadrados no bairro Recreio dos Bandeirantes com 2 quartos
05670-J-SP;Imobiliária Governador;Campinas;BR;normal;Campinas - Apartamento Padrão - Vila Nova Teixeira
77115-J-SP;MORADA NA PRAIA;Praia Grande;BR;normal;Praia Grande - Apartamento Padrão - Canto do Forte
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Praia do Castelo;São Paulo - Apartamento Padrão - Vila Mascote
77115-J-SP;MORADA NA PRAIA;Praia Grande;BR;normal;Praia Grande - Apartamento Padrão - Vila Tupi
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Bernardo do Campo;BR;Rua Comendador Carlo Mário Gardano;São Bernardo do Campo - Apartamento Padrão - Vila Lusitânia
175791-F-SP;Brito Negócios Imobiliários;São Paulo;BR;normal;SÃO PAULO - Apartamento Padrão - SANTA TERESINHA
28914-J-SP;Zeloimóveis;Campinas;BR;Rua Doutor Antônio da Costa Carvalho;Campinas - Apartamento Padrão - Cambuí
03327-J-MG;RIBEIRO E ARRABAL NEGÓCIOS IMOBILIÁRIOS LTDA;Juiz de Fora;BR;Rua Marechal Deodoro;Juiz de Fora - Apartamento Padrão - Centro
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Guarulhos;BR;Rua Santa Izabel;Guarulhos - Apartamento Padrão - Vila Augusta
03327-J-MG;RIBEIRO E ARRABAL NEGÓCIOS IMOBILIÁRIOS LTDA;Juiz de Fora;BR;Rua Aristóteles Braga;Juiz de Fora - Apartamento Padrão - São Pedro
normal;Maristela Boff Buch Pastoriza;Francisco Morato;BR;normal;Apartamento de 105 metros quadrados no bairro Vila Guilherme com 2 quartos
19017-J-SP;Paulista Imoveis;São Paulo;BR;Rua Ibituruna;São Paulo - Apartamento Padrão - Sao Judas
00769-J-SP;ROSSI IMÓVEIS;São Paulo;BR;Rua Monsenhor João Felipo;São Paulo - Apartamento Padrão - Mooca
